lon,lat,year,month
171.7243,-38.7382,2001,5
171.836,-38.7281,2001,5
172.8391,-37.8945,2001,5
171.7372,-38.7473,2001,5
169.3981,-37.9984,2001,5
169.0657,-37.4216,2001,5
169.4943,-37.8415,2001,5
172.7137,-38.9555,2001,5
171.8087,-39.3814,2001,5
172.7755,-38.8147,2001,5
172.6843,-38.7909,2001,5
171.8929,-38.7978,2001,5
171.6743,-38.6253,2001,5
169.3288,-37.9997,2001,5
172.7587,-38.8375,2001,5
173.4244,-38.9546,2001,5
170.1109,-38.2485,2001,5
170.1537,-39.3088,2001,5
169.8967,-38.2846,2001,5
170.1701,-39.3171,2001,5
172.7611,-38.8244,2001,5
167.4169,-36.8218,2001,5
170.2611,-38.34,2001,5
171.873,-38.6935,2001,5
172.7897,-38.8348,2001,5
170.2142,-38.2469,2001,5
172.8273,-38.8203,2001,5
172.8574,-38.8769,2001,5
172.8613,-38.8805,2001,5
169.3552,-38.0086,2001,5
169.6605,-38.0302,2001,5
170.5,-38.2466,2001,5
170.5726,-38.4363,2001,5
168.8834,-37.3762,2001,5
170.0242,-38.3239,2001,5
172.0896,-39.3724,2001,5
172.1451,-39.3716,2001,5
171.6524,-38.4168,2001,5
170.571,-38.2991,2001,5
170.0848,-38.3125,2001,5
169.9998,-38.1958,2001,5
172.2383,-39.3745,2001,5
172.493,-38.7944,2001,5
172.5172,-38.7872,2001,5
172.294,-38.835,2001,5
169.9025,-38.1738,2001,5
170.1606,-38.1304,2001,5
170.1481,-38.4638,2001,5
169.1612,-37.2938,2001,5
168.4577,-37.1537,2001,5
169.7911,-38.1467,2001,5
170.8737,-38.1786,2001,5
167.8035,-36.9104,2001,5
170.2556,-38.281,2001,5
170.2608,-38.2823,2001,5
170.5889,-38.2434,2001,5
170.2822,-38.8886,2001,5
167.718,-36.7844,2001,5
174.3575,-39.9667,2001,5
170.3536,-38.291,2001,5
174.0198,-35.2946,2001,5
171.3949,-38.2751,2001,5
174.0944,-39.0389,2001,5
174.282,-39.161,2001,5
172.6776,-40.0505,2001,5
174.6067,-39.8225,2001,5
170.3109,-37.916,2001,5
170.5089,-38.2869,2001,5
167.8972,-37.6906,2001,5
171.1732,-38.8981,2001,5
170.4953,-38.2599,2001,5
172.15,-34.8687,2001,5
172.087,-34.841,2001,5
167.8578,-37.6061,2001,5
170.3999,-38.2547,2001,5
170.3248,-37.9891,2001,5
170.4878,-38.2055,2001,5
170.7539,-39.0933,2001,5
170.5509,-39.0181,2001,5
167.9148,-37.6341,2001,5
170.6355,-38.209,2001,5
172.2475,-38.3942,2001,5
168.6566,-37.8317,2001,5
168.1149,-37.7879,2001,5
172.3626,-35.9401,2001,5
170.5671,-38.2118,2001,5
170.5518,-38.2171,2001,5
173.3167,-38.5619,2001,5
168.1297,-37.6326,2001,5
168.4396,-37.8148,2001,5
173.1081,-35.2849,2001,5
173.1874,-35.2983,2001,5
168.7941,-37.9891,2001,5
171.6391,-38.1071,2001,5
170.6716,-38.1894,2001,5
173.1959,-35.3001,2001,5
173.8913,-38.8878,2001,5
172.3512,-38.3004,2001,5
170.7849,-38.2364,2001,5
170.6833,-38.2472,2001,5
170.5668,-38.1263,2001,5
170.7981,-38.2611,2001,5
170.8904,-38.1975,2001,5
170.5706,-38.0106,2001,5
170.984,-38.3407,2001,5
174.5413,-38.9279,2001,5
174.489,-38.9182,2001,5
171.3382,-39.0121,2001,5
174.2941,-40.2164,2001,5
170.869,-38.2436,2001,5
170.9799,-39.0449,2001,5
172.6996,-40.3867,2001,5
173.1218,-39.9469,2001,5
168.81,-37.6618,2001,5
174.8131,-38.9492,2001,5
174.5288,-39.063,2001,5
171.8981,-39.707,2001,5
173.0202,-40.0045,2001,5
172.9893,-40.1435,2001,5
173.0681,-39.9891,2001,5
168.8041,-37.7771,2001,5
167.423,-37.5248,2001,5
176.1589,-35.0111,2001,5
176.1847,-35.0122,2001,5
174.6113,-38.985,2001,5
173.7336,-38.6433,2001,5
170.9845,-38.2076,2001,5
170.8475,-38.0838,2001,5
170.8324,-38.082,2001,5
170.856,-38.0843,2001,5
170.991,-38.2233,2001,5
173.0289,-39.989,2001,5
173.7754,-38.6953,2001,5
171.0169,-38.2272,2001,5
176.35,-34.9462,2001,5
167.2853,-36.4605,2001,5
171.0391,-38.2577,2001,5
171.0973,-38.2508,2001,5
171.1802,-40.9273,2001,5
173.0815,-39.9809,2001,5
171.0138,-38.1091,2001,5
173.9257,-38.73,2001,5
174.8598,-40.1468,2001,5
172.5734,-38.1509,2001,5
171.999,-40.8974,2001,5
172.6409,-38.2183,2001,5
172.778,-38.3243,2001,5
171.1618,-38.2001,2001,5
168.1808,-37.1445,2001,5
174.001,-36.373,2001,5
173.8603,-36.1419,2001,5
173.8975,-36.1321,2001,5
175.119,-36.6599,2001,5
171.2959,-38.2744,2001,5
171.2196,-38.2827,2001,5
171.284,-38.2581,2001,5
173.942,-36.1442,2001,5
173.824,-36.0822,2001,5
173.9364,-36.0874,2001,5
173.835,-36.0802,2001,5
173.8251,-36.0797,2001,5
173.8352,-36.0802,2001,5
173.8484,-36.0738,2001,5
171.3235,-38.1965,2001,5
175.2534,-36.6764,2001,5
174.0126,-36.2686,2001,5
173.9921,-36.1499,2001,5
173.9712,-36.1645,2001,5
171.3232,-38.1508,2001,5
175.4884,-36.5853,2001,5
175.4912,-36.5842,2001,5
174.8431,-40.276,2001,5
174.8522,-40.268,2001,5
171.4131,-38.1905,2001,5
171.3219,-38.2046,2001,5
169.242,-37.6916,2001,5
171.6757,-38.1878,2001,5
171.5044,-38.2407,2001,5
174.1952,-36.6678,2001,5
174.1984,-36.1256,2001,5
173.9937,-36.131,2001,5
174.1905,-36.1299,2001,5
174.9589,-40.3018,2001,5
174.852,-40.2705,2001,5
174.9229,-40.2888,2001,5
169.2684,-37.684,2001,5
170.5329,-37.3048,2001,5
170.5882,-37.1131,2001,5
170.5592,-37.2779,2001,5
170.9787,-37.7171,2001,5
173.2634,-36.0364,2001,5
173.1991,-36.0502,2001,5
173.236,-36.0653,2001,5
173.255,-36.0416,2001,5
173.1504,-35.4854,2001,5
174.1375,-36.1838,2001,5
174.1355,-36.1843,2001,5
175.2343,-40.3696,2001,5
174.9533,-38.5921,2001,5
172.8843,-35.0871,2001,5
169.7047,-37.7833,2001,5
172.9218,-35.3456,2001,5
173.3591,-36.0798,2001,5
173.3722,-36.0863,2001,5
173.4245,-36.1695,2001,5
173.3707,-36.0895,2001,5
173.3427,-36.0612,2001,5
170.2043,-37.8539,2001,5
173.3766,-36.0336,2001,5
173.2908,-36.0631,2001,5
173.0278,-35.3949,2001,5
173.4022,-36.0584,2001,5
173.4777,-36.2123,2001,5
173.3238,-36.0911,2001,5
175.9766,-36.5706,2001,5
175.9837,-36.5642,2001,5
173.3771,-36.0649,2001,5
173.4173,-36.038,2001,5
175.3475,-40.296,2001,5
173.417,-36.0826,2001,5
173.4542,-36.0694,2001,5
173.4257,-36.0739,2001,5
173.4337,-36.0909,2001,5
173.441,-36.0717,2001,5
173.4487,-36.0842,2001,5
173.4263,-36.072,2001,5
173.4373,-36.0952,2001,5
173.4352,-36.069,2001,5
173.497,-35.515,2001,5
173.39940000000001,-35.275,2001,5
173.4248,-35.2914,2001,5
173.4571,-36.1587,2001,5
173.4563,-36.1712,2001,5
174.9931,-38.3274,2001,5
174.7325,-38.5545,2001,5
173.3728,-35.2057,2001,5
173.463,-35.3514,2001,5
171.9723,-38.1104,2001,5
174.747,-38.5557,2001,5
173.3246,-35.1271,2001,5
173.528,-36.0829,2001,5
171.611,-37.6857,2001,5
173.4076,-35.3709,2001,5
173.6361,-36.1757,2001,5
173.6058,-36.1368,2001,5
173.6274,-36.1692,2001,5
173.6273,-36.1539,2001,5
173.4908,-35.383,2001,5
174.1908,-38.7161,2001,5
173.7149,-36.1804,2001,5
174.0098,-38.4892,2001,5
173.6038,-35.4277,2001,5
173.6566,-35.5399,2001,5
173.8161,-36.2562,2001,5
174.392,-36.3137,2001,5
174.3926,-36.3201,2001,5
171.353,-37.4832,2001,5
171.0029,-40.4208,2001,5
172.1349,-38.0846,2001,5
174.1559,-36.2105,2001,5
173.6162,-35.3922,2001,5
173.6832,-35.5446,2001,5
171.7675,-37.7497,2001,5
174.0715,-38.4585,2001,5
174.0125,-38.469,2001,5
172.2619,-38.1099,2001,5
174.4405,-36.3878,2001,5
173.7697,-36.1579,2001,5
173.5023,-35.3263,2001,5
173.3816,-35.2876,2001,5
173.6035,-35.4814,2001,5
173.9944,-38.4489,2001,5
173.8038,-36.194,2001,5
174.7578,-36.3847,2001,5
172.2129,-38.0985,2001,5
173.7431,-35.5773,2001,5
173.8191,-35.5281,2001,5
172.8321,-37.9339,2001,5
174.1589,-36.5437,2001,5
169.5419,-37.3975,2001,5
173.518,-35.2311,2001,5
173.604,-35.4414,2001,5
173.8802,-36.2104,2001,5
176.3172,-36.5455,2001,5
173.6127,-35.44,2001,5
174.6863,-38.7541,2001,5
173.6248,-35.438,2001,5
174.4925,-36.2822,2001,5
174.7721,-36.3676,2001,5
174.1772,-38.4451,2001,5
172.3995,-38.0881,2001,5
173.959,-36.1999,2001,5
174.9424,-36.3322,2001,5
174.7461,-36.3883,2001,5
174.158,-36.2402,2001,5
176.1841,-36.6102,2001,5
172.4903,-38.1009,2001,5
173.9925,-36.1857,2001,5
171.5137,-37.4362,2001,5
171.5368,-37.4591,2001,5
174.8781,-36.3494,2001,5
174.0298,-36.163,2001,5
172.5856,-38.1093,2001,5
175.1802,-36.3227,2001,5
175.1912,-36.3548,2001,5
174.6515,-36.2803,2001,5
174.6722,-36.4929,2001,5
174.0856,-36.248,2001,5
174.2686,-36.3244,2001,5
174.2479,-36.283,2001,5
174.3779,-36.3436,2001,5
174.086,-36.0534,2001,5
174.2029,-36.2623,2001,5
174.1875,-36.2195,2001,5
176.3913,-36.6186,2001,5
176.3913,-36.6212,2001,5
176.4123,-36.609,2001,5
176.411,-36.6176,2001,5
176.4149,-36.6215,2001,5
174.0109,-35.509,2001,5
176.424,-36.6098,2001,5
176.4229,-36.6174,2001,5
174.2096,-36.2153,2001,5
174.1935,-36.1949,2001,5
174.1859,-36.1679,2001,5
176.4464,-36.6218,2001,5
176.4381,-36.6169,2001,5
174.2063,-36.153,2001,5
174.3772,-36.2747,2001,5
174.9645,-36.388,2001,5
172.496,-35.1774,2001,5
174.041,-40.0298,2001,5
175.0833,-36.4301,2001,5
175.0372,-36.2283,2001,5
176.421,-36.6858,2001,5
171.6113,-37.284,2001,5
174.6832,-36.4315,2001,5
172.6463,-38.4665,2001,5
172.5985,-38.0747,2001,5
171.7796,-37.3928,2001,5
176.5514,-36.6186,2001,5
175.4746,-36.281,2001,5
176.5588,-36.65,2001,5
175.1169,-36.2616,2001,5
175.1296,-36.3168,2001,5
174.3993,-36.2519,2001,5
174.3191,-36.0844,2001,5
174.3495,-36.14,2001,5
175.1182,-36.333,2001,5
175.3573,-36.2174,2001,5
175.3529,-36.1957,2001,5
172.5615,-35.1661,2001,5
176.6159,-36.6317,2001,5
172.2999,-37.4424,2001,5
174.7337,-36.3117,2001,5
176.6304,-36.6528,2001,5
172.4025,-34.8395,2001,5
174.9226,-35.3466,2001,5
176.6644,-36.6294,2001,5
174.4682,-36.1259,2001,5
173.9186,-35.1023,2001,5
176.6652,-36.5044,2001,5
176.6362,-36.6496,2001,5
176.638,-36.6466,2001,5
175.3086,-36.4935,2001,5
175.1632,-36.4225,2001,5
175.1678,-36.4228,2001,5
175.1674,-36.4228,2001,5
175.1673,-36.423,2001,5
176.6764,-36.6751,2001,5
172.5129,-34.9195,2001,5
171.8696,-37.3222,2001,5
173.0849,-35.5669,2001,5
176.7657,-36.6332,2001,5
176.7914,-36.6195,2001,5
176.7489,-36.6693,2001,5
174.8662,-36.2874,2001,5
176.6928,-36.6374,2001,5
176.7625,-36.647,2001,5
173.955,-35.1532,2001,5
174.8952,-35.405,2001,5
175.0164,-35.3715,2001,5
174.9827,-35.3943,2001,5
176.7625,-36.6278,2001,5
176.7631,-36.6299,2001,5
176.7632,-36.6275,2001,5
176.7568,-36.6381,2001,5
176.7539,-36.6255,2001,5
176.7633,-36.63,2001,5
176.6007,-36.6406,2001,5
176.7497,-36.6536,2001,5
176.7309,-36.6531,2001,5
176.7346,-36.6165,2001,5
176.7746,-36.6249,2001,5
176.8107,-36.5613,2001,5
176.7681,-36.635,2001,5
176.7839,-36.6341,2001,5
172.033,-41.2855,2001,5
176.7971,-36.6403,2001,5
176.7989,-36.6511,2001,5
176.7948,-36.6567,2001,5
173.9697,-35.2498,2001,5
173.9235,-35.1637,2001,5
173.9159,-35.167,2001,5
173.9124,-35.1624,2001,5
174.5857,-35.3094,2001,5
172.6193,-34.9104,2001,5
176.819,-36.6492,2001,5
176.8308,-36.6338,2001,5
176.8308,-36.6335,2001,5
176.8303,-36.6343,2001,5
172.9116,-38.062,2001,5
176.8402,-36.6415,2001,5
175.0358,-35.4017,2001,5
176.4869,-36.6589,2001,5
176.4307,-36.6781,2001,5
175.5966,-36.5104,2001,5
173.7423,-35.1624,2001,5
176.854,-36.5293,2001,5
176.8769,-36.631100000000004,2001,5
176.8977,-36.5769,2001,5
176.8811,-36.597,2001,5
176.8997,-36.5828,2001,5
176.512,-36.6619,2001,5
176.8874,-36.6225,2001,5
176.888,-36.6216,2001,5
176.8915,-36.614,2001,5
176.8815,-36.6082,2001,5
176.8981,-36.6294,2001,5
174.9431,-36.2992,2001,5
175.0857,-36.2423,2001,5
176.8864,-36.6323,2001,5
176.8872,-36.6312,2001,5
176.8871,-36.6312,2001,5
176.8884,-36.6283,2001,5
176.8877,-36.6305,2001,5
176.9277,-36.5127,2001,5
175.6348,-36.5735,2001,5
173.5294,-35.4368,2001,5
176.5284,-36.6754,2001,5
176.5137,-36.688,2001,5
176.5285,-36.6793,2001,5
175.4593,-36.4831,2001,5
175.4518,-36.5413,2001,5
174.9966,-36.2559,2001,5
176.9362,-36.5974,2001,5
176.9201,-36.6246,2001,5
176.9209,-36.6243,2001,5
176.9303,-36.6058,2001,5
176.9328,-36.6233,2001,5
176.9194,-36.6189,2001,5
176.919,-36.6195,2001,5
176.933,-36.596,2001,5
176.9496,-36.6166,2001,5
175.3944,-36.5425,2001,5
175.5147,-36.5162,2001,5
175.4525,-36.5327,2001,5
175.0543,-36.282,2001,5
175.0477,-36.2702,2001,5
175.0981,-36.2458,2001,5
175.11,-35.3543,2001,5
175.1379,-35.3335,2001,5
175.0697,-35.4299,2001,5
176.9712,-36.5996,2001,5
176.9589,-36.6207,2001,5
176.9549,-36.5954,2001,5
175.4314,-36.5333,2001,5
175.3765,-36.5474,2001,5
175.0754,-36.2965,2001,5
176.9443,-36.6599,2001,5
175.1003,-36.2995,2001,5
176.965,-36.5395,2001,5
174.1916,-35.0801,2001,5
175.0287,-35.3305,2001,5
175.9443,-36.5084,2001,5
176.9586,-36.5692,2001,5
173.4705,-35.223,2001,5
172.9808,-34.9988,2001,5
176.0507,-36.5508,2001,5
173.267,-35.3682,2001,5
173.331,-35.4981,2001,5
173.002,-35.0149,2001,5
174.2124,-35.2197,2001,5
174.199,-35.2344,2001,5
176.9995,-36.6318,2001,5
177.0003,-36.6314,2001,5
177.0043,-36.6243,2001,5
177.1148,-36.4946,2001,5
173.1964,-35.1452,2001,5
174.2976,-35.1031,2001,5
175.921,-36.3332,2001,5
177.0862,-36.505,2001,5
174.7361,-40.1853,2001,5
175.7363,-36.5373,2001,5
176.187,-36.5715,2001,5
175.662,-36.5482,2001,5
177.028,-36.5633,2001,5
177.0606,-36.5105,2001,5
175.7921,-36.5277,2001,5
173.0399,-35.0765,2001,5
173.0444,-35.1183,2001,5
175.7421,-36.538,2001,5
175.3184,-36.367,2001,5
175.3326,-36.3747,2001,5
175.3161,-36.3464,2001,5
177.0418,-36.5455,2001,5
175.7006,-36.5286,2001,5
175.702,-36.5309,2001,5
175.7007,-36.5313,2001,5
175.7065,-36.5272,2001,5
175.717,-36.554,2001,5
175.7103,-36.56,2001,5
175.7106,-36.56,2001,5
173.0638,-35.0856,2001,5
173.0336,-35.0258,2001,5
175.856,-36.5201,2001,5
175.8154,-36.5479,2001,5
175.3495,-36.3636,2001,5
175.3398,-36.363,2001,5
175.721,-36.5459,2001,5
175.6677,-36.555,2001,5
175.7202,-36.546,2001,5
175.7368,-36.5515,2001,5
175.737,-36.5372,2001,5
175.7229,-36.5449,2001,5
173.2519,-35.4181,2001,5
173.0669,-35.0795,2001,5
175.8056,-36.5306,2001,5
172.5143,-37.4407,2001,5
175.8095,-36.4743,2001,5
175.811,-36.5402,2001,5
175.8157,-36.5378,2001,5
175.8612,-36.543,2001,5
173.2641,-35.4122,2001,5
175.352,-36.387,2001,5
175.2527,-36.3137,2001,5
175.2438,-36.263,2001,5
175.3057,-36.1967,2001,5
175.7448,-36.5653,2001,5
175.8257,-36.5367,2001,5
175.8273,-36.5362,2001,5
175.7652,-36.5911,2001,5
175.4296,-35.3957,2001,5
175.1864,-35.413,2001,5
175.3755,-36.3726,2001,5
175.8481,-36.4639,2001,5
175.8451,-36.5356,2001,5
175.8524,-36.5304,2001,5
173.7044,-35.2109,2001,5
175.8546,-36.538,2001,5
174.4412,-35.1173,2001,5
175.8475,-36.5296,2001,5
175.8477,-36.5309,2001,5
175.8178,-36.541,2001,5
175.8748,-36.5314,2001,5
177.2499,-36.5735,2001,5
177.1754,-36.6494,2001,5
175.8438,-36.5424,2001,5
175.8819,-36.5374,2001,5
175.8864,-36.5104,2001,5
175.8766,-36.5563,2001,5
174.3651,-35.1341,2001,5
175.8752,-36.5277,2001,5
175.8652,-36.5327,2001,5
175.4686,-36.2456,2001,5
177.2024,-36.5389,2001,5
176.0917,-36.7877,2001,5
177.1954,-36.6361,2001,5
175.7182,-35.2149,2001,5
175.9133,-36.5387,2001,5
175.9522,-36.5317,2001,5
175.9285,-36.5393,2001,5
175.4454,-36.3945,2001,5
175.1476,-35.3361,2001,5
175.6454,-35.4607,2001,5
175.9643,-36.5372,2001,5
175.9618,-36.5185,2001,5
175.9747,-36.5434,2001,5
174.2036,-35.0234,2001,5
174.2022,-35.0278,2001,5
174.2038,-35.026,2001,5
175.3056,-35.4667,2001,5
175.3308,-35.4529,2001,5
176.454,-36.6774,2001,5
176.4865,-36.6866,2001,5
175.9799,-36.5389,2001,5
175.9866,-36.5344,2001,5
175.9982,-36.4842,2001,5
176.0441,-36.5908,2001,5
177.2866,-36.5999,2001,5
175.4135,-35.4238,2001,5
175.9797,-36.5346,2001,5
175.9767,-36.5391,2001,5
176.9294,-36.6595,2001,5
175.9872,-36.5342,2001,5
175.988,-36.5419,2001,5
176.4901,-36.6683,2001,5
174.6769,-35.1692,2001,5
174.7428,-35.2059,2001,5
174.7128,-35.2311,2001,5
175.968,-36.5396,2001,5
176.0123,-36.5388,2001,5
177.3713,-36.4421,2001,5
175.4374,-35.4201,2001,5
175.4017,-35.4435,2001,5
175.3721,-35.4583,2001,5
169.8216,-35.8373,2001,5
174.498,-35.1255,2001,5
175.5738,-36.4055,2001,5
175.6011,-36.407,2001,5
175.5251,-35.4045,2001,5
175.5411,-35.3729,2001,5
175.5285,-35.4191,2001,5
175.564,-35.3555,2001,5
175.5563,-35.4029,2001,5
173.427,-35.215,2001,5
172.2128,-40.2961,2001,5
177.4901,-36.4488,2001,5
175.5191,-35.4273,2001,5
176.1118,-36.583,2001,5
176.1127,-36.581,2001,5
176.0977,-36.6199,2001,5
175.8373,-36.4357,2001,5
176.2966,-36.5757,2001,5
177.5486,-36.5165,2001,5
177.4514,-36.636,2001,5
176.0211,-35.181,2001,5
175.498,-35.4219,2001,5
174.6382,-35.206,2001,5
174.8033,-35.1906,2001,5
177.0562,-36.6691,2001,5
177.0573,-36.6663,2001,5
169.5415,-35.8864,2001,5
176.8411,-36.6538,2001,5
176.8916,-36.603,2001,5
175.9135,-36.3167,2001,5
176.0456,-36.5228,2001,5
176.4021,-36.3989,2001,5
176.3954,-36.4185,2001,5
176.4045,-36.3988,2001,5
173.9357,-35.0813,2001,5
176.0067,-36.3552,2001,5
177.5646,-36.5215,2001,5
177.6185,-36.6061,2001,5
177.6272,-36.5954,2001,5
177.6165,-36.6075,2001,5
174.7762,-35.1857,2001,5
174.8528,-35.1389,2001,5
174.5862,-35.0751,2001,5
174.4754,-35.0756,2001,5
177.454,-36.7119,2001,5
177.6704,-36.4444,2001,5
175.1022,-35.2215,2001,5
173.8208,-34.9078,2001,5
173.8242,-34.9079,2001,5
173.8282,-34.9164,2001,5
175.1287,-35.2133,2001,5
175.1163,-35.2233,2001,5
175.1475,-35.2093,2001,5
175.1411,-35.2079,2001,5
176.3165,-35.127,2001,5
176.1178,-36.3822,2001,5
175.1339,-35.2257,2001,5
173.8383,-34.9109,2001,5
173.3545,-34.9311,2001,5
170.8773,-36.3889,2001,5
175.787,-36.3824,2001,5
175.7575,-36.3814,2001,5
175.1776,-35.2034,2001,5
175.0985,-35.2403,2001,5
176.135,-36.3768,2001,5
167.9837,-36.3946,2001,5
173.8466,-34.9242,2001,5
173.8863,-34.9,2001,5
173.8495,-34.9008,2001,5
177.6515,-36.396,2001,5
177.611,-36.444,2001,5
173.8796,-34.9136,2001,5
173.8786,-34.9277,2001,5
175.6841,-35.6066,2001,5
176.1172,-36.2583,2001,5
176.1642,-36.3993,2001,5
176.3845,-35.1686,2001,5
176.4475,-35.1229,2001,5
176.2177,-36.376,2001,5
176.2186,-36.3868,2001,5
177.5831,-36.6095,2001,5
176.2038,-36.3769,2001,5
176.2082,-36.3877,2001,5
176.2438,-36.4025,2001,5
176.1946,-36.4058,2001,5
177.6188,-36.6038,2001,5
177.5312,-36.6231,2001,5
177.7379,-36.4738,2001,5
176.2433,-36.3848,2001,5
176.2664,-36.2621,2001,5
177.744,-36.438,2001,5
177.6888,-36.6167,2001,5
177.6738,-36.6395,2001,5
177.7751,-36.5281,2001,5
177.6747,-36.6393,2001,5
177.8436,-36.4421,2001,5
177.9379,-36.4851,2001,5
176.3807,-35.5833,2001,5
177.2346,-36.5641,2001,5
177.2342,-36.5656,2001,5
174.7717,-35.0384,2001,5
177.7914,-36.574,2001,5
177.7918,-36.5742,2001,5
177.8858,-36.4726,2001,5
173.7014,-34.8371,2001,5
176.662,-35.9461,2001,5
176.146,-36.5742,2001,5
176.0932,-35.3431,2001,5
175.9787,-35.3916,2001,5
173.9464,-35.04,2001,5
173.9473,-35.0383,2001,5
173.9565,-35.0617,2001,5
177.7222,-36.608,2001,5
177.7791,-36.6024,2001,5
177.8625,-36.4972,2001,5
175.315,-35.1797,2001,5
177.8074,-36.5743,2001,5
173.9821,-35.0264,2001,5
173.9592,-35.0457,2001,5
173.953,-35.0316,2001,5
177.8087,-36.5034,2001,5
169.8887,-36.08,2001,5
169.8223,-35.9131,2001,5
176.0161,-35.4512,2001,5
178.0005,-36.5064,2001,5
177.9373,-36.5691,2001,5
177.7027,-36.5834,2001,5
177.7883,-36.4496,2001,5
177.901,-36.5723,2001,5
177.7154,-36.6046,2001,5
177.7909,-36.5271,2001,5
178.0577,-36.3389,2001,5
175.7879,-35.4041,2001,5
175.8845,-35.3636,2001,5
174.9974,-35.0516,2001,5
175.015,-35.04,2001,5
174.9658,-35.0845,2001,5
174.9723,-35.0796,2001,5
178.0209,-36.3764,2001,5
170.0661,-36.1233,2001,5
170.0414,-36.1216,2001,5
177.3262,-36.5908,2001,5
176.3795,-36.2863,2001,5
176.4302,-36.2852,2001,5
176.3848,-36.2827,2001,5
176.3854,-36.2825,2001,5
175.401,-35.2156,2001,5
175.4983,-35.153,2001,5
177.9623,-36.5159,2001,5
177.8625,-36.6172,2001,5
177.9905,-36.4863,2001,5
178.02440000000001,-36.4474,2001,5
175.3966,-35.2311,2001,5
175.4326,-35.2371,2001,5
175.4477,-35.2386,2001,5
175.4663,-35.229,2001,5
177.8972,-36.6159,2001,5
177.9799,-36.3685,2001,5
177.97,-36.3794,2001,5
177.862,-36.6026,2001,5
175.3958,-35.2465,2001,5
177.8998,-36.6236,2001,5
177.9902,-36.487,2001,5
177.9838,-36.6138,2001,5
176.8143,-35.9793,2001,5
175.9874,-35.1701,2001,5
176.4986,-36.2957,2001,5
170.1291,-35.9918,2001,5
175.4372,-35.24,2001,5
177.9366,-36.6176,2001,5
177.9361,-36.6316,2001,5
177.9628,-36.6086,2001,5
178.0824,-36.4904,2001,5
178.0928,-36.4635,2001,5
175.4558,-35.2241,2001,5
177.8577,-36.6536,2001,5
177.8479,-36.6255,2001,5
178.0347,-36.6138,2001,5
177.8714,-36.5601,2001,5
178.0049,-36.4244,2001,5
175.4334,-35.2709,2001,5
175.397,-35.2912,2001,5
174.075,-35.0221,2001,5
174.0153,-35.0016,2001,5
177.8741,-36.6108,2001,5
178.0005,-36.49,2001,5
176.1801,-36.3109,2001,5
176.2541,-36.3218,2001,5
176.2956,-36.3577,2001,5
176.2957,-36.3558,2001,5
176.6349,-36.4658,2001,5
177.8892,-36.5931,2001,5
178.1394,-36.4455,2001,5
178.1364,-36.4425,2001,5
177.9884,-36.5849,2001,5
178.0112,-36.5684,2001,5
178.0082,-36.5723,2001,5
177.9304,-36.6088,2001,5
178.0201,-36.5306,2001,5
178.0781,-36.4723,2001,5
175.7569,-34.9285,2001,5
177.8852,-36.6492,2001,5
176.5873,-36.3416,2001,5
176.5853,-36.3447,2001,5
178.2648,-36.4662,2001,5
178.194,-36.5406,2001,5
178.1897,-36.5998,2001,5
178.1291,-36.6564,2001,5
177.9306,-36.611,2001,5
178.1628,-36.4562,2001,5
178.1584,-36.4618,2001,5
175.6043,-35.2461,2001,5
175.6294,-35.2165,2001,5
177.9247,-36.6262,2001,5
176.7697,-35.9961,2001,5
178.2983,-36.5186,2001,5
178.4213,-36.2969,2001,5
178.2424,-36.4923,2001,5
178.2487,-36.4889,2001,5
178.3122,-36.4477,2001,5
177.9805,-36.601,2001,5
178.3293,-36.2113,2001,5
175.6869,-35.1709,2001,5
175.6859,-35.2646,2001,5
175.8281,-35.2103,2001,5
175.697,-35.2774,2001,5
176.4905,-36.338,2001,5
178.0002,-36.6053,2001,5
178.0009,-36.6024,2001,5
175.1507,-35.0653,2001,5
175.1728,-35.128,2001,5
175.0936,-35.0503,2001,5
176.364,-36.2419,2001,5
176.2956,-36.353,2001,5
178.2225,-36.4178,2001,5
178.0747,-36.558,2001,5
178.2491,-36.4077,2001,5
178.2428,-36.4142,2001,5
178.1796,-36.4657,2001,5
178.21,-36.4374,2001,5
176.3203,-36.3567,2001,5
175.1187,-35.0384,2001,5
175.097,-35.1076,2001,5
175.0818,-35.1222,2001,5
177.9883,-36.621,2001,5
177.9748,-36.6294,2001,5
178.2574,-36.4227,2001,5
170.4083,-36.0256,2001,5
178.226,-36.4511,2001,5
178.2572,-36.4218,2001,5
177.962,-36.6666,2001,5
177.9698,-36.6665,2001,5
176.7053,-35.1688,2001,5
178.1201,-36.5864,2001,5
178.2576,-36.4598,2001,5
178.2142,-36.5,2001,5
178.2874,-36.4682,2001,5
178.2851,-36.4374,2001,5
178.1197,-36.5876,2001,5
178.2762,-36.4953,2001,5
178.1474,-36.6114,2001,5
178.3354,-36.4425,2001,5
178.1029,-36.6038,2001,5
178.072,-36.5574,2001,5
174.4284,-35.1527,2001,5
176.6121,-36.3542,2001,5
178.0858,-36.6057,2001,5
178.086,-36.605,2001,5
178.2073,-36.4786,2001,5
178.0633,-36.5936,2001,5
178.1648,-36.4967,2001,5
175.4412,-35.1483,2001,5
178.251,-36.4821,2001,5
178.2322,-36.48,2001,5
175.5166,-35.0868,2001,5
175.481,-35.1001,2001,5
178.3251,-36.4285,2001,5
176.6642,-36.3951,2001,5
176.7338,-36.0281,2001,5
178.2823,-36.4566,2001,5
176.8596,-36.3663,2001,5
