lon,lat,year,month
176.9767,-38.4035,2001,1
175.6857,-39.318,2001,1
176.9341,-38.4258,2001,1
175.788,-39.2515,2001,1
172.9068,-42.1842,2001,1
173.0489,-42.0878,2001,1
176.4316,-39.297,2001,1
175.8381,-39.3664,2001,1
172.7764,-42.0243,2001,1
173.1283,-42.0244,2001,1
172.9606,-41.9313,2001,1
173.1212,-42.0242,2001,1
172.8228,-42.2594,2001,1
175.7395,-39.2358,2001,1
175.659,-39.2862,2001,1
172.6817,-42.232,2001,1
176.0905,-39.6242,2001,1
172.8013,-42.0482,2001,1
173.0541,-42.2096,2001,1
173.0097,-41.997,2001,1
172.861,-42.3132,2001,1
176.8809,-38.3871,2001,1
172.5292,-41.6719,2001,1
176.5026,-39.0637,2001,1
172.7318,-42.1858,2001,1
172.9776,-42.2352,2001,1
172.7085,-42.1818,2001,1
172.3742,-41.5852,2001,1
172.8891,-42.3309,2001,1
172.5078,-42.338,2001,1
176.5149,-38.9593,2001,1
172.6881,-41.6944,2001,1
176.8637,-38.3268,2001,1
177.2325,-38.6306,2001,1
173.1406,-42.0493,2001,1
172.5966,-42.1678,2001,1
176.5119,-39.0118,2001,1
176.1962,-39.1701,2001,1
176.2638,-39.1891,2001,1
173.1714,-42.0608,2001,1
173.1743,-42.0555,2001,1
176.8969,-38.356,2001,1
172.851,-42.2588,2001,1
172.8564,-42.2814,2001,1
172.89,-42.0534,2001,1
176.2759,-39.1875,2001,1
172.8225,-42.2834,2001,1
176.3027,-39.2705,2001,1
172.3874,-41.611,2001,1
172.1975,-41.9308,2001,1
173.1841,-42.0559,2001,1
173.1844,-42.056,2001,1
172.4142,-41.1189,2001,1
176.1337,-39.4481,2001,1
172.5944,-42.1527,2001,1
172.6909,-42.1647,2001,1
177.1248,-38.4461,2001,1
177.1159,-38.4348,2001,1
177.123,-38.4345,2001,1
172.1197,-41.9289,2001,1
176.9563,-38.3381,2001,1
171.7673,-40.9802,2001,1
176.6687,-38.7603,2001,1
177.1183,-38.6756,2001,1
172.5498,-41.5332,2001,1
176.8837,-38.6602,2001,1
171.9964,-42.8676,2001,1
176.6572,-38.7527,2001,1
171.8352,-41.1731,2001,1
172.4587,-42.347,2001,1
175.8069,-39.5261,2001,1
176.5755,-38.3879,2001,1
176.8947,-38.7298,2001,1
176.8924,-38.7196,2001,1
171.8067,-40.563,2001,1
173.1554,-42.0944,2001,1
172.5401,-41.5466,2001,1
176.6907,-38.3652,2001,1
175.8453,-39.4134,2001,1
172.7442,-41.8984,2001,1
172.628,-42.0343,2001,1
175.771,-39.4789,2001,1
172.284,-41.6605,2001,1
177.0291,-38.4877,2001,1
172.3276,-42.5983,2001,1
171.8504,-40.6294,2001,1
172.7678,-41.9096,2001,1
177.1161,-38.471,2001,1
177.1151,-38.4739,2001,1
172.5179,-41.1053,2001,1
172.6343,-40.9559,2001,1
172.4517,-41.9056,2001,1
177.0959,-38.4769,2001,1
172.6364,-42.0845,2001,1
172.4725,-41.5988,2001,1
176.6671,-38.3133,2001,1
176.7555,-38.3306,2001,1
173.1497,-42.1111,2001,1
173.1392,-42.1595,2001,1
176.6204,-39.0425,2001,1
172.6232,-42.3031,2001,1
177.1105,-38.4017,2001,1
176.0123,-39.9477,2001,1
172.5788,-42.3057,2001,1
172.5734,-42.307,2001,1
171.9477,-40.6872,2001,1
176.3561,-39.0011,2001,1
172.1635,-41.886,2001,1
176.3399,-39.0627,2001,1
172.6005,-42.0505,2001,1
177.1288,-38.4231,2001,1
172.541,-41.0951,2001,1
176.6072,-38.8475,2001,1
176.7125,-38.6395,2001,1
172.8238,-40.7206,2001,1
172.6028,-41.0614,2001,1
176.7192,-38.6423,2001,1
172.6829,-42.069,2001,1
172.4424,-41.6194,2001,1
172.4634,-41.6232,2001,1
172.5028,-42.3981,2001,1
177.1339,-38.4239,2001,1
177.1565,-38.4307,2001,1
171.8692,-41.3063,2001,1
176.7061,-38.6433,2001,1
176.708,-38.6431,2001,1
176.7065,-38.6405,2001,1
176.7058,-38.6462,2001,1
174.8831,-39.4925,2001,1
175.8082,-39.453,2001,1
175.7361,-39.4913,2001,1
176.1022,-39.6317,2001,1
175.838,-39.5699,2001,1
176.7007,-38.6595,2001,1
176.7275,-38.6802,2001,1
172.4383,-41.6265,2001,1
176.6562,-38.9026,2001,1
176.7712,-38.6201,2001,1
176.7721,-38.6183,2001,1
176.778,-38.6753,2001,1
176.8121,-38.8849,2001,1
172.5757,-41.5485,2001,1
177.1181,-38.4148,2001,1
177.1301,-38.4036,2001,1
176.6887,-38.6641,2001,1
177.1654,-39.0724,2001,1
172.4372,-41.6405,2001,1
176.5932,-38.5548,2001,1
176.2151,-39.5929,2001,1
172.4252,-41.6336,2001,1
172.413,-41.6247,2001,1
172.4307,-41.6268,2001,1
172.3405,-41.7038,2001,1
172.587,-42.0449,2001,1
172.3092,-42.4378,2001,1
171.981,-42.7873,2001,1
176.7849,-38.8402,2001,1
176.581,-38.9636,2001,1
176.6839,-38.6473,2001,1
176.7325,-38.9389,2001,1
176.6898,-38.6425,2001,1
176.7491,-38.6084,2001,1
176.7479,-38.6115,2001,1
176.7508,-38.6505,2001,1
176.6517,-38.9662,2001,1
176.7464,-38.605,2001,1
176.7476,-38.6027,2001,1
176.7514,-38.635,2001,1
176.7452,-38.6064,2001,1
176.6556,-38.9213,2001,1
175.8251,-39.4929,2001,1
172.261,-41.9052,2001,1
172.7668,-42.2872,2001,1
172.7694,-42.3049,2001,1
172.3996,-41.6975,2001,1
173.0634,-41.9328,2001,1
176.6598,-38.9122,2001,1
176.083,-39.6444,2001,1
172.1255,-42.1178,2001,1
176.6568,-38.6326,2001,1
172.3017,-42.4964,2001,1
172.5786,-42.0741,2001,1
176.6895,-38.6012,2001,1
176.6937,-38.6307,2001,1
176.6879,-38.6088,2001,1
172.6375,-42.1014,2001,1
175.826,-39.4729,2001,1
172.1831,-41.7132,2001,1
172.3303,-41.4068,2001,1
172.2422,-42.5536,2001,1
176.2266,-39.6167,2001,1
172.4392,-42.4839,2001,1
172.2991,-42.4919,2001,1
176.6761,-38.5951,2001,1
172.3736,-41.6683,2001,1
176.08,-39.6454,2001,1
172.691,-42.1897,2001,1
176.6277,-38.9259,2001,1
176.6408,-39.0212,2001,1
175.1631,-39.4763,2001,1
176.67,-38.5688,2001,1
171.7963,-42.91,2001,1
176.6726,-38.613,2001,1
172.5215,-42.073,2001,1
176.6764,-38.5413,2001,1
176.6748,-38.545,2001,1
176.6598,-38.5378,2001,1
176.6859,-38.5329,2001,1
176.026,-39.6376,2001,1
176.6511,-38.5761,2001,1
176.6273,-38.9349,2001,1
172.2291,-42.5964,2001,1
172.1601,-42.7179,2001,1
176.6814,-38.5372,2001,1
171.5586,-42.5002,2001,1
176.0127,-39.6521,2001,1
176.69,-38.5868,2001,1
176.6228,-38.5796,2001,1
175.6491,-39.5867,2001,1
172.4184,-42.5354,2001,1
171.9602,-42.8704,2001,1
176.0439,-39.6386,2001,1
175.9864,-39.6275,2001,1
176.1512,-39.5866,2001,1
176.0181,-39.6382,2001,1
176.3458,-40.1672,2001,1
175.6472,-39.569,2001,1
172.4154,-42.5626,2001,1
176.6649,-38.5162,2001,1
171.9473,-42.8588,2001,1
175.235,-39.5552,2001,1
175.7944,-39.4886,2001,1
172.5818,-42.068,2001,1
172.58690000000001,-42.4335,2001,1
172.5689,-42.1521,2001,1
172.562,-42.1418,2001,1
176.6347,-38.5004,2001,1
176.6326,-38.5009,2001,1
176.6341,-38.5032,2001,1
176.6908,-38.5618,2001,1
172.5953,-42.0859,2001,1
172.5527,-42.1046,2001,1
176.6694,-38.5158,2001,1
176.6306,-38.4977,2001,1
176.6299,-38.5346,2001,1
176.6265,-38.4848,2001,1
171.9786,-42.6512,2001,1
176.6548,-38.5571,2001,1
176.3899,-38.4592,2001,1
176.178,-39.6073,2001,1
172.1599,-42.6956,2001,1
176.6613,-38.4975,2001,1
172.5548,-42.1004,2001,1
172.3168,-42.4589,2001,1
172.0614,-42.6264,2001,1
176.6088,-38.5084,2001,1
176.5967,-38.5033,2001,1
176.0599,-39.7041,2001,1
176.603,-38.5042,2001,1
176.6591,-38.494,2001,1
172.674,-42.0456,2001,1
172.2705,-41.85,2001,1
172.6704,-42.0351,2001,1
172.6903,-42.0488,2001,1
171.9205,-42.9028,2001,1
176.1504,-39.6595,2001,1
176.3538,-38.4701,2001,1
172.444,-42.0541,2001,1
172.4432,-42.0542,2001,1
172.7577,-41.8148,2001,1
172.4443,-42.0548,2001,1
172.4477,-42.0584,2001,1
172.6762,-41.99,2001,1
176.5993,-38.5344,2001,1
170.1713,-42.303,2001,1
171.5549,-42.5483,2001,1
171.9333,-41.8162,2001,1
176.5771,-38.4921,2001,1
175.5522,-39.5706,2001,1
176.4163,-38.3446,2001,1
176.5879,-38.5067,2001,1
176.5858,-38.4876,2001,1
172.4818,-42.0282,2001,1
172.7283,-41.9338,2001,1
175.5762,-39.5442,2001,1
175.5571,-39.5962,2001,1
175.8997,-39.706,2001,1
171.9056,-42.7013,2001,1
176.5871,-38.4177,2001,1
175.5301,-39.5919,2001,1
176.3982,-38.4313,2001,1
176.5839,-38.4031,2001,1
176.02440000000001,-38.42,2001,1
172.0656,-42.7577,2001,1
176.4637,-38.4544,2001,1
175.5398,-39.5879,2001,1
176.0897,-39.6345,2001,1
176.6611,-38.4871,2001,1
176.299,-38.4749,2001,1
176.2801,-38.4056,2001,1
172.2361,-42.493,2001,1
172.3641,-42.1934,2001,1
176.344,-38.3884,2001,1
172.4907,-42.0151,2001,1
171.9706,-42.7512,2001,1
176.3588,-38.4563,2001,1
172.2589,-42.381,2001,1
172.3411,-42.2471,2001,1
172.4648,-42.0517,2001,1
172.3841,-42.278,2001,1
176.4707,-38.3641,2001,1
172.3454,-42.1813,2001,1
172.3356,-42.1654,2001,1
172.2077,-42.4928,2001,1
172.4075,-42.2937,2001,1
176.3156,-38.3927,2001,1
172.5261,-42.0182,2001,1
176.4567,-38.4348,2001,1
176.4555,-38.4047,2001,1
176.4512,-38.4064,2001,1
176.4582,-38.4532,2001,1
172.4906,-41.9906,2001,1
172.2447,-42.421,2001,1
172.4987,-41.9994,2001,1
172.4987,-41.9993,2001,1
172.2655,-42.3854,2001,1
172.2388,-42.4316,2001,1
175.9184,-40.0165,2001,1
172.493,-42.0497,2001,1
175.9187,-39.7162,2001,1
176.0939,-39.8449,2001,1
175.9237,-40.0214,2001,1
172.234,-42.4768,2001,1
172.2402,-42.4615,2001,1
172.4512,-42.0536,2001,1
172.6415,-42.0194,2001,1
172.4922,-42.017,2001,1
176.3344,-38.3742,2001,1
176.304,-38.387,2001,1
176.2884,-38.3848,2001,1
176.3487,-38.4331,2001,1
172.4957,-42.0153,2001,1
172.2467,-42.4497,2001,1
172.6466,-41.9579,2001,1
172.3764,-42.2572,2001,1
172.3572,-41.8587,2001,1
172.4954,-42.0376,2001,1
172.3174,-42.1529,2001,1
172.1307,-42.4569,2001,1
172.4617,-42.1887,2001,1
176.1382,-38.1238,2001,1
172.5321,-42.0111,2001,1
176.1696,-38.1186,2001,1
172.0951,-42.4554,2001,1
176.2661,-38.4626,2001,1
176.4328,-38.3868,2001,1
176.4492,-38.3997,2001,1
172.0984,-42.5296,2001,1
172.1239,-42.4825,2001,1
172.3476,-41.9103,2001,1
172.6243,-41.9269,2001,1
172.1014,-42.5316,2001,1
171.5918,-41.8688,2001,1
172.5834,-41.9931,2001,1
172.3996,-41.9204,2001,1
172.5849,-41.9952,2001,1
172.5093,-41.9836,2001,1
176.4554,-38.3665,2001,1
172.3096,-42.1718,2001,1
172.3641,-42.206,2001,1
171.7872,-42.2781,2001,1
176.3837,-38.3288,2001,1
172.0213,-42.6076,2001,1
176.3979,-38.36,2001,1
176.4245,-38.386,2001,1
176.4185,-38.3506,2001,1
176.4174,-38.3507,2001,1
175.917,-39.9314,2001,1
175.9019,-39.8487,2001,1
172.3344,-42.1517,2001,1
172.3456,-42.1524,2001,1
172.1405,-42.498,2001,1
172.3329,-42.1512,2001,1
172.1473,-42.4849,2001,1
172.1211,-42.5272,2001,1
172.1479,-42.502,2001,1
176.3748,-38.3525,2001,1
172.257,-42.1075,2001,1
172.0981,-42.5025,2001,1
172.5732,-42.0044,2001,1
176.3881,-38.3205,2001,1
176.3879,-38.3216,2001,1
176.3883,-38.3192,2001,1
176.388,-38.3211,2001,1
176.3882,-38.3217,2001,1
176.3884,-38.3196,2001,1
176.3924,-38.3708,2001,1
176.3913,-38.3609,2001,1
172.2395,-42.0626,2001,1
172.3141,-42.1874,2001,1
176.3677,-38.3467,2001,1
172.3224,-42.1862,2001,1
172.3318,-42.1725,2001,1
172.3088,-42.175,2001,1
172.3867,-42.1027,2001,1
172.4379,-42.1098,2001,1
175.8346,-39.8276,2001,1
172.326,-42.1353,2001,1
176.1071,-38.1188,2001,1
176.1062,-38.0978,2001,1
176.2912,-38.4001,2001,1
172.3177,-42.1408,2001,1
172.2565,-42.1036,2001,1
172.3696,-42.1602,2001,1
172.3146,-42.1255,2001,1
172.3301,-42.1417,2001,1
172.123,-42.4872,2001,1
172.3302,-42.1405,2001,1
172.3255,-42.1464,2001,1
172.1011,-42.5048,2001,1
172.3245,-42.1107,2001,1
176.3497,-38.2738,2001,1
172.3235,-42.1451,2001,1
172.1078,-42.5411,2001,1
172.3283,-42.147,2001,1
172.1434,-42.4826,2001,1
172.1167,-42.5086,2001,1
171.6709,-41.881,2001,1
172.1189,-42.5349,2001,1
175.7824,-39.8368,2001,1
175.8326,-39.9601,2001,1
172.5672,-42.0434,2001,1
172.3282,-42.1517,2001,1
172.3297,-42.1713,2001,1
176.3277,-38.3531,2001,1
175.9373,-38.1113,2001,1
176.0408,-38.1105,2001,1
172.406,-42.1525,2001,1
171.8815,-42.7932,2001,1
175.9035,-38.1288,2001,1
172.577,-41.9129,2001,1
175.9904,-38.6744,2001,1
176.0221,-38.6472,2001,1
176.0184,-38.0961,2001,1
175.9818,-38.0768,2001,1
172.0949,-42.3409,2001,1
176.0057,-38.0807,2001,1
175.9467,-38.144,2001,1
176.2727,-38.1609,2001,1
175.765,-38.4725,2001,1
175.9957,-38.026,2001,1
175.0985,-39.2088,2001,1
175.977,-38.0319,2001,1
175.9794,-38.0232,2001,1
175.4661,-39.3774,2001,1
175.3033,-39.2325,2001,1
175.1954,-39.2407,2001,1
175.2332,-39.2481,2001,1
175.651,-38.4948,2001,1
175.7275,-38.3861,2001,1
175.3385,-39.2925,2001,1
175.2048,-39.2592,2001,1
175.7495,-38.5453,2001,1
175.3284,-39.1502,2001,1
175.5596,-38.5362,2001,1
175.1603,-39.2613,2001,1
175.613,-38.4945,2001,1
175.0889,-39.2457,2001,1
175.1164,-39.2449,2001,1
175.6265,-38.4542,2001,1
175.6398,-38.3814,2001,1
175.6115,-38.4673,2001,1
175.4713,-38.5694,2001,1
175.5987,-38.404,2001,1
175.8769,-39.2544,2001,1
176.4354,-39.3513,2001,1
176.3391,-39.5608,2001,1
176.17,-39.607,2001,1
175.9338,-39.1346,2001,1
175.8823,-39.1686,2001,1
176.3184,-39.568600000000004,2001,1
176.2471,-39.5972,2001,1
175.8761,-39.2491,2001,1
176.2043,-39.6295,2001,1
176.1734,-39.6258,2001,1
176.189,-39.6281,2001,1
176.2147,-39.3502,2001,1
175.8381,-39.1401,2001,1
176.1064,-39.3078,2001,1
175.8726,-39.1364,2001,1
176.3592,-39.566,2001,1
176.0404,-39.3187,2001,1
175.783,-39.1465,2001,1
175.6139,-39.2478,2001,1
176.1252,-39.1296,2001,1
176.0995,-39.1867,2001,1
175.9934,-39.1393,2001,1
175.9933,-39.1419,2001,1
175.7974,-39.1503,2001,1
175.6134,-39.2908,2001,1
176.0936,-39.2111,2001,1
176.1929,-39.3471,2001,1
176.0799,-39.3111,2001,1
175.9305,-39.2169,2001,1
175.7578,-39.1827,2001,1
176.0976,-39.1864,2001,1
176.2092,-39.3191,2001,1
176.0938,-39.6059,2001,1
175.6443,-39.3069,2001,1
176.094,-39.3351,2001,1
176.0687,-39.3358,2001,1
175.9312,-39.16,2001,1
175.617,-39.2926,2001,1
169.0618,-45.2556,2001,1
176.1825,-39.1642,2001,1
176.0976,-39.239,2001,1
175.9306,-39.1722,2001,1
176.1118,-39.2685,2001,1
175.9574,-39.1943,2001,1
176.1536,-39.4076,2001,1
175.9141,-39.1663,2001,1
175.6564,-39.2301,2001,1
175.7078,-39.3322,2001,1
176.0342,-39.1735,2001,1
169.0147,-45.4832,2001,1
175.4099,-40.7524,2001,1
175.9006,-39.1501,2001,1
175.9255,-39.3764,2001,1
175.6098,-39.2283,2001,1
168.8573,-45.5253,2001,1
176.0232,-39.176,2001,1
176.0269,-39.176,2001,1
176.0415,-39.2426,2001,1
170.8288,-43.8615,2001,1
176.0434,-39.177,2001,1
176.0298,-39.1762,2001,1
176.1916,-39.2763,2001,1
176.0435,-39.2377,2001,1
176.0616,-39.1674,2001,1
176.0024,-39.3894,2001,1
175.7897,-39.2605,2001,1
176.049,-39.1807,2001,1
176.0709,-39.2651,2001,1
176.0345,-39.1712,2001,1
176.0337,-39.1736,2001,1
175.7897,-39.3018,2001,1
176.0512,-39.1743,2001,1
175.5457,-39.4444,2001,1
175.9823,-39.3873,2001,1
175.7914,-39.2668,2001,1
176.0473,-39.1892,2001,1
175.4839,-40.7612,2001,1
175.6262,-39.1292,2001,1
176.0035,-39.1755,2001,1
175.754,-39.2861,2001,1
175.6544,-39.2222,2001,1
175.6792,-39.2395,2001,1
175.7391,-39.2063,2001,1
175.9507,-39.0819,2001,1
176.0934,-39.2771,2001,1
176.1239,-39.2955,2001,1
175.6493,-39.2304,2001,1
176.1641,-39.2484,2001,1
176.1634,-39.2477,2001,1
176.1427,-39.2342,2001,1
170.6693,-43.9169,2001,1
176.025,-39.243,2001,1
175.9019,-39.1379,2001,1
176.1901,-39.2689,2001,1
176.1912,-39.2666,2001,1
175.6945,-39.2851,2001,1
175.6942,-39.2676,2001,1
175.6937,-39.2676,2001,1
175.7605,-39.2265,2001,1
176.0196,-39.2273,2001,1
175.8869,-39.0782,2001,1
169.1738,-45.5449,2001,1
175.6511,-39.1962,2001,1
175.6516,-39.197,2001,1
175.9763,-39.276,2001,1
175.8876,-39.2091,2001,1
176.0337,-39.1093,2001,1
175.9486,-38.9329,2001,1
175.969,-39.1856,2001,1
175.9028,-39.3546,2001,1
175.6361,-39.1965,2001,1
175.6414,-39.1962,2001,1
176.1314,-39.1586,2001,1
176.1107,-39.3052,2001,1
175.6618,-39.2559,2001,1
175.9608,-39.1913,2001,1
175.959,-39.1905,2001,1
175.9566,-39.1874,2001,1
176.1637,-39.358,2001,1
176.0546,-39.4122,2001,1
176.0596,-39.1744,2001,1
176.1136,-39.2986,2001,1
176.341,-39.3513,2001,1
176.3463,-39.3619,2001,1
176.1276,-39.4654,2001,1
176.1232,-39.3099,2001,1
176.1886,-39.2514,2001,1
176.2182,-39.2365,2001,1
176.1693,-39.2545,2001,1
176.1731,-39.2467,2001,1
176.0773,-39.2288,2001,1
176.0825,-39.2524,2001,1
176.0647,-39.1802,2001,1
176.065,-39.1757,2001,1
176.0648,-39.1757,2001,1
176.0646,-39.1758,2001,1
176.0655,-39.4574,2001,1
176.2009,-39.2635,2001,1
176.094,-39.1321,2001,1
176.064,-39.1609,2001,1
176.0547,-39.2591,2001,1
176.0767,-39.2409,2001,1
176.1964,-39.3326,2001,1
176.0374,-39.1702,2001,1
176.0547,-39.2402,2001,1
175.5701,-39.2547,2001,1
171.5289,-43.4746,2001,1
175.8503,-39.328,2001,1
176.0083,-39.2114,2001,1
175.6721,-39.2262,2001,1
175.7443,-39.1746,2001,1
175.9942,-39.3687,2001,1
176.0194,-39.4671,2001,1
176.1507,-39.1708,2001,1
175.6674,-39.228,2001,1
175.9152,-39.3732,2001,1
176.0189,-39.2034,2001,1
175.3707,-40.8069,2001,1
175.8945,-39.3533,2001,1
175.8926,-39.3388,2001,1
175.7343,-39.1765,2001,1
176.1176,-39.1974,2001,1
176.1156,-39.1981,2001,1
176.1154,-39.1975,2001,1
175.6681,-39.2327,2001,1
176.5612,-39.005,2001,1
175.912,-39.2555,2001,1
175.9194,-39.2547,2001,1
176.1318,-39.3868,2001,1
176.1217,-39.3802,2001,1
175.6963,-39.2771,2001,1
175.9871,-39.4301,2001,1
175.9981,-39.1857,2001,1
176.1131,-39.3678,2001,1
176.227,-39.2701,2001,1
175.7436,-39.1701,2001,1
176.0046,-39.4283,2001,1
170.2231,-44.9435,2001,1
176.1866,-39.7732,2001,1
168.3326,-45.4347,2001,1
176.1647,-39.2919,2001,1
176.0981,-39.3956,2001,1
175.6819,-39.2635,2001,1
175.9304,-39.2861,2001,1
176.1593,-39.2335,2001,1
172.1775,-43.1366,2001,1
175.9892,-39.4403,2001,1
175.9541,-39.3015,2001,1
175.8649,-39.3522,2001,1
175.8806,-39.3792,2001,1
176.1739,-39.1822,2001,1
175.9051,-39.3871,2001,1
175.8171,-39.3479,2001,1
175.9752,-39.4456,2001,1
175.9937,-39.4396,2001,1
176.0898,-39.3927,2001,1
168.2719,-45.3699,2001,1
175.6707,-39.2628,2001,1
175.9131,-39.3136,2001,1
176.186,-39.2198,2001,1
168.487,-45.1985,2001,1
169.6713,-44.8381,2001,1
176.0049,-39.3027,2001,1
175.0037,-39.4672,2001,1
175.918,-39.046,2001,1
175.9074,-39.3548,2001,1
175.9244,-39.3861,2001,1
168.4056,-45.2849,2001,1
175.7937,-39.3527,2001,1
175.9467,-39.3899,2001,1
175.9464,-39.3894,2001,1
168.3072,-45.3512,2001,1
169.2864,-45.0867,2001,1
175.8961,-39.3527,2001,1
175.528,-39.3619,2001,1
176.5568,-38.8866,2001,1
176.7153,-38.7528,2001,1
176.2737,-38.9655,2001,1
176.2349,-38.9524,2001,1
175.8976,-39.2723,2001,1
176.716,-38.7933,2001,1
175.8678,-39.2633,2001,1
175.9686,-39.2052,2001,1
175.8815,-39.2578,2001,1
168.3477,-45.4475,2001,1
175.9258,-39.3954,2001,1
169.9137,-45.4199,2001,1
175.9022,-39.3651,2001,1
175.9041,-39.3638,2001,1
175.9039,-39.3644,2001,1
169.6144,-45.4299,2001,1
171.0043,-43.7416,2001,1
171.0922,-43.701,2001,1
170.9589,-43.7474,2001,1
176.1297,-39.165,2001,1
176.1185,-39.1731,2001,1
176.123,-39.1747,2001,1
176.2418,-38.9217,2001,1
175.7134,-39.2961,2001,1
176.8208,-38.6997,2001,1
175.9665,-39.4318,2001,1
175.262,-41.0401,2001,1
176.2028,-39.7867,2001,1
168.9439,-45.4874,2001,1
169.0497,-44.8436,2001,1
176.7055,-38.7492,2001,1
176.8871,-38.7361,2001,1
175.2864,-41.0491,2001,1
171.0107,-43.7568,2001,1
176.6516,-38.8005,2001,1
176.2123,-38.992,2001,1
175.5252,-39.3124,2001,1
175.2549,-41.0317,2001,1
176.5451,-38.916,2001,1
175.2673,-41.0436,2001,1
176.6066,-38.8633,2001,1
176.6823,-38.7294,2001,1
175.9224,-39.2873,2001,1
176.0284,-39.402,2001,1
176.0517,-39.4162,2001,1
175.925,-39.2379,2001,1
175.901,-39.8712,2001,1
176.2958,-39.0473,2001,1
176.2406,-38.871,2001,1
175.3072,-41.0538,2001,1
175.261,-41.0377,2001,1
171.3494,-43.4176,2001,1
175.2551,-41.0407,2001,1
175.2623,-41.0253,2001,1
176.5996,-38.7404,2001,1
176.3656,-39.1631,2001,1
175.8811,-39.2699,2001,1
176.3919,-39.1637,2001,1
176.2927,-38.815,2001,1
167.9513,-45.1392,2001,1
176.8683,-38.7211,2001,1
176.0544,-39.7973,2001,1
176.3654,-39.1656,2001,1
175.9119,-39.1056,2001,1
175.8882,-39.1599,2001,1
176.0847,-39.7843,2001,1
171.0813,-43.7817,2001,1
175.9657,-39.3376,2001,1
175.5115,-39.2681,2001,1
176.7966,-38.6565,2001,1
176.2475,-38.8556,2001,1
176.2639,-38.9318,2001,1
176.2533,-38.8673,2001,1
176.731,-38.8358,2001,1
176.732,-38.8368,2001,1
176.3661,-39.0908,2001,1
170.9861,-43.7633,2001,1
176.4882,-38.8511,2001,1
175.5307,-39.3564,2001,1
170.2152,-44.9224,2001,1
170.267,-44.9204,2001,1
